Date;Day;Month;Year;Site;Management;Transect;Cuadrante;Estacion del transecto (m);Depth.m;Species.type;Species;Presence;Abundance;DD;NE;LE;LT;Frondosity;Observaciones
22/3/2024;22;3;2024;Cobquecura;AMERB;1;5;40;7.8;Macroalgae;Lessonia trabeculata;1;1;1;1;0;9;3;
22/3/2024;22;3;2024;Cobquecura;AMERB;1;5;40;7.8;Macroalgae;Lessonia trabeculata;1;1;0.2;1;0;7;3;
22/3/2024;22;3;2024;Cobquecura;AMERB;1;5;40;7.8;Macroalgae;Lessonia trabeculata;1;1;0.2;1;0;2;3;
22/3/2024;22;3;2024;Cobquecura;AMERB;1;5;40;7.8;Macroalgae;Lessonia trabeculata;1;1;0.2;1;0;3;3;
22/3/2024;22;3;2024;Cobquecura;AMERB;1;5;40;7.8;Macroalgae;Lessonia trabeculata;1;1;0.2;1;0;10;3;
22/3/2024;22;3;2024;Cobquecura;AMERB;1;6;50;NA;Macroalgae;Lessonia trabeculata;1;1;38;13;50;210;3;
22/3/2024;22;3;2024;Cobquecura;AMERB;1;6;50;NA;Macroalgae;Lessonia trabeculata;1;1;23;4;56;273;3;
22/3/2024;22;3;2024;Cobquecura;AMERB;1;7;60;10;Macroalgae;Lessonia trabeculata;1;1;40;8;76;210;3;
22/3/2024;22;3;2024;Cobquecura;AMERB;5;1;30;18.9;Macroalgae;Lessonia trabeculata;1;1;50;4;136;277;3;Coalescente
22/3/2024;22;3;2024;Cobquecura;AMERB;5;2;40;18.3;Macroalgae;Lessonia trabeculata;1;1;46;4;140;290;3;
22/3/2024;22;3;2024;Cobquecura;AMERB;5;3;50;18.5;Macroalgae;Lessonia trabeculata;1;1;26;3;144;260;3;
22/3/2024;22;3;2024;Cobquecura;AMERB;5;3;50;18.5;Macroalgae;Lessonia trabeculata;1;1;21;1;233;240;3;
22/3/2024;22;3;2024;Cobquecura;AMERB;5;4;60;NA;Macroalgae;Lessonia trabeculata;1;1;32;6;150;200;3;
22/3/2024;22;3;2024;Cobquecura;AMERB;5;4;60;NA;Macroalgae;Lessonia trabeculata;1;1;35;4;130;250;3;
1/12/2024;12;1;2024;Quintay A;AMERB;1;3;20;9.3;Animal;Taliepus sp;1;1;NA;NA;NA;NA;NA;
22/3/2024;22;3;2024;Cobquecura;AMERB;5;5;70;16.6;Macroalgae;Lessonia trabeculata;1;1;25;6;210;280;3;
22/3/2024;22;3;2024;Cobquecura;AMERB;5;5;70;16.6;Macroalgae;Lessonia trabeculata;1;1;5;2;12;50;3;
22/3/2024;22;3;2024;Cobquecura;AMERB;5;5;70;16.6;Macroalgae;Lessonia trabeculata;1;1;1;1;12;40;3;
22/3/2024;22;3;2024;Cobquecura;AMERB;5;6;80;NA;Macroalgae;Lessonia trabeculata;1;1;35;4;165;300;3;
22/3/2024;22;3;2024;Cobquecura;AMERB;5;7;90;16.6;Macroalgae;Lessonia trabeculata;1;1;34;3;126;220;3;
22/3/2024;22;3;2024;Cobquecura;AMERB;5;7;90;16.6;Macroalgae;Lessonia trabeculata;1;1;46;9;140;200;3;
22/3/2024;22;3;2024;Cobquecura;AMERB;4;1;100;11.2;Macroalgae;Lessonia trabeculata;1;1;40;12;130;200;3;
22/3/2024;22;3;2024;Cobquecura;AMERB;4;1;100;11.2;Macroalgae;Lessonia trabeculata;1;1;40;15;77;180;3;
22/3/2024;22;3;2024;Cobquecura;AMERB;4;1;100;11.2;Macroalgae;Lessonia trabeculata;1;1;0.2;1;0.4;6;3;
22/3/2024;22;3;2024;Cobquecura;AMERB;4;2;90;10;Macroalgae;Lessonia trabeculata;1;1;50;10;170;266;3;
22/3/2024;22;3;2024;Cobquecura;AMERB;4;2;90;10;Macroalgae;Lessonia trabeculata;1;1;30;6;125;263;3;
22/3/2024;22;3;2024;Cobquecura;AMERB;4;3;80;17;Macroalgae;Lessonia trabeculata;1;1;47;8;140;260;3;
22/3/2024;22;3;2024;Cobquecura;AMERB;4;4;70;17;Macroalgae;Lessonia trabeculata;1;1;49;5;110;267;3;
1/12/2024;12;1;2024;Quintay A;OA;5;3;30;12.5;Animal;Taliepus sp;1;1;NA;NA;NA;NA;NA;
22/3/2024;22;3;2024;Cobquecura;AMERB;4;5;60;17;Macroalgae;Lessonia trabeculata;1;1;28;4;115;218;3;
22/3/2024;22;3;2024;Cobquecura;AMERB;4;6;40;18;Macroalgae;Lessonia trabeculata;1;1;31;5;115;266;3;
22/3/2024;22;3;2024;Cobquecura;AMERB;4;7;20;17;Macroalgae;Lessonia trabeculata;1;1;30;4;136;234;3;
22/3/2024;22;3;2024;Cobquecura;AMERB;1;1;0;8;Macroalgae;Lessonia trabeculata;1;1;32;8;143;255;3;
22/3/2024;22;3;2024;Cobquecura;AMERB;1;2;10;8.9;Macroalgae;Lessonia trabeculata;1;1;17;4;61;131;3;
22/3/2024;22;3;2024;Cobquecura;AMERB;1;3;20;8.9;Macroalgae;Lessonia trabeculata;1;1;27;1;37;156;3;
1/12/2024;12;1;2024;Quintay A;OA;5;6;60;9;Animal;Taliepus sp;1;1;NA;NA;NA;NA;NA;
22/3/2024;22;3;2024;Cobquecura;AMERB;1;4;30;11.7;Macroalgae;Lessonia trabeculata;1;1;25;5;38;128;3;
22/3/2024;22;3;2024;Cobquecura;AMERB;1;5;40;9.5;Macroalgae;Lessonia trabeculata;1;1;24;3;72;132;3;
22/3/2024;22;3;2024;Cobquecura;AMERB;1;2;10;8.9;Macroalgae;Lessonia trabeculata;1;1;38;12;122;232;3;
22/3/2024;22;3;2024;Cobquecura;AMERB;1;6;50;NA;Macroalgae;Lessonia trabeculata;1;1;13;2;41;75;3;
22/3/2024;22;3;2024;Cobquecura;AMERB;1;6;50;NA;Macroalgae;Lessonia trabeculata;1;1;9;1;36;91;3;
22/3/2024;22;3;2024;Cobquecura;AMERB;1;6;50;NA;Macroalgae;Lessonia trabeculata;1;1;0.2;NA;NA;2;3;
22/3/2024;22;3;2024;Cobquecura;AMERB;1;7;60;10;Macroalgae;Lessonia trabeculata;1;1;14;3;41;136;3;
22/3/2024;22;3;2024;Cobquecura;AMERB;1;7;60;10;Macroalgae;Lessonia trabeculata;1;1;0.4;NA;NA;10;3;
22/3/2024;22;3;2024;Cobquecura;AMERB;1;7;60;10;Macroalgae;Lessonia trabeculata;1;1;0.2;NA;NA;5;3;
22/3/2024;22;3;2024;Cobquecura;AMERB;5;1;30;18.8;Macroalgae;Lessonia trabeculata;1;1;22;2;135;240;3;
22/3/2024;22;3;2024;Cobquecura;AMERB;5;2;40;18.8;Macroalgae;Lessonia trabeculata;1;1;28;2;138;225;3;
22/3/2024;22;3;2024;Cobquecura;AMERB;5;3;50;18.8;Macroalgae;Lessonia trabeculata;1;1;9;2;44;125;3;
22/3/2024;22;3;2024;Cobquecura;AMERB;5;3;50;18.8;Macroalgae;Lessonia trabeculata;1;1;9;3;32;104;3;
22/3/2024;22;3;2024;Cobquecura;AMERB;5;4;60;NA;Macroalgae;Lessonia trabeculata;1;1;10;1;156;267;3;
23/1/2024;23;1;2024;Quintay A;OA;7;4;50;12.1;Animal;Taliepus sp;1;1;NA;NA;NA;NA;NA;
22/3/2024;22;3;2024;Cobquecura;AMERB;5;5;70;NA;Macroalgae;Lessonia trabeculata;1;1;4;2;NA;63;3;
22/3/2024;22;3;2024;Cobquecura;AMERB;5;5;70;NA;Macroalgae;Lessonia trabeculata;1;1;4;1;NA;66;3;
22/3/2024;22;3;2024;Cobquecura;AMERB;5;5;70;NA;Macroalgae;Lessonia trabeculata;1;1;3;1;NA;28;3;
23/1/2024;23;1;2024;Quintay A;OA;7;5;60;11.1;Animal;Taliepus sp;1;4;NA;NA;NA;NA;NA;
22/3/2024;22;3;2024;Cobquecura;AMERB;5;5;70;NA;Macroalgae;Lessonia trabeculata;1;1;2;2;NA;24;3;
22/3/2024;22;3;2024;Cobquecura;AMERB;5;6;80;NA;Macroalgae;Lessonia trabeculata;1;1;35;5;200;323;3;
22/3/2024;22;3;2024;Cobquecura;AMERB;5;7;90;NA;Macroalgae;Lessonia trabeculata;1;1;6;3;NA;56;3;
22/3/2024;22;3;2024;Cobquecura;AMERB;5;7;90;NA;Macroalgae;Lessonia trabeculata;1;1;2;2;NA;58;3;
22/3/2024;22;3;2024;Cobquecura;AMERB;5;7;90;NA;Macroalgae;Lessonia trabeculata;1;1;10;4;NA;66;3;
22/3/2024;22;3;2024;Cobquecura;AMERB;5;7;90;NA;Macroalgae;Lessonia trabeculata;1;1;2;2;NA;15;3;
21/4/2024;21;4;2024;Huiro;OA;1;1;0;11;Macroalgae;Lessonia trabeculata;1;1;33;11;128;175;3;
21/4/2024;21;4;2024;Huiro;OA;1;1;0;11;Macroalgae;Lessonia trabeculata;1;1;20;3;105;160;3;
21/4/2024;21;4;2024;Huiro;OA;1;2;25;9.5;Macroalgae;Lessonia trabeculata;1;1;29;13;77;147;3;
21/4/2024;21;4;2024;Huiro;OA;1;2;25;9.5;Macroalgae;Lessonia trabeculata;1;1;28;2;72;125;3;
14/2/2024;14;2;2024;Ventanas;AMERB;5;2;40;16;Animal;Tegula sp;1;97;NA;NA;NA;NA;NA;
21/4/2024;21;4;2024;Huiro;OA;1;2;25;9.5;Macroalgae;Lessonia trabeculata;1;1;38;16;115;173;3;
14/2/2024;14;2;2024;Ventanas;AMERB;5;3;50;14;Animal;Tetrapygus niger;1;3;NA;NA;NA;NA;NA;
14/2/2024;14;2;2024;Ventanas;AMERB;5;3;50;14;Animal;Tegula sp;1;1;NA;NA;NA;NA;NA;
21/4/2024;21;4;2024;Huiro;OA;1;3;50;8;Macroalgae;Lessonia trabeculata;1;1;21;6;40;80;3;
21/4/2024;21;4;2024;Huiro;OA;1;3;50;8;Macroalgae;Lessonia trabeculata;1;1;27;12;60;110;3;
14/2/2024;14;2;2024;Ventanas;AMERB;5;4;60;13;Animal;Tegula sp;1;4;NA;NA;NA;NA;NA;
21/4/2024;21;4;2024;Huiro;OA;1;3;50;8;Macroalgae;Lessonia trabeculata;1;1;30;14;43;105;3;
14/2/2024;14;2;2024;Ventanas;AMERB;5;5;70;14;Animal;Tegula sp;1;32;NA;NA;NA;NA;NA;
21/4/2024;21;4;2024;Huiro;OA;2;1;0;12.5;Macroalgae;Lessonia trabeculata;1;1;16;3;110;172;3;
21/4/2024;21;4;2024;Huiro;OA;2;1;0;12.5;Macroalgae;Lessonia trabeculata;1;1;24;5;77;148;3;
14/2/2024;14;2;2024;Ventanas;AMERB;5;6;80;14;Animal;Tegula sp;1;77;NA;NA;NA;NA;NA;
14/2/2024;14;2;2024;Ventanas;AMERB;5;6;80;14;Animal;Tetrapygus niger;1;1;NA;NA;NA;NA;NA;
21/4/2024;21;4;2024;Huiro;OA;2;2;25;11.5;Macroalgae;Lessonia trabeculata;1;1;20;3;110;172;3;
14/2/2024;14;2;2024;Ventanas;AMERB;5;7;90;13.1;Animal;Tegula sp;1;8;NA;NA;NA;NA;NA;
14/2/2024;14;2;2024;Ventanas;AMERB;5;7;90;13.1;Animal;Taliepus sp;1;1;NA;NA;NA;NA;NA;
14/2/2024;14;2;2024;Ventanas;AMERB;5;1;30;16;Animal;Tetrapygus niger;1;1;NA;NA;NA;NA;NA;
14/2/2024;14;2;2024;Ventanas;AMERB;5;1;30;16;Animal;Odontaster penicillatus;1;1;NA;NA;NA;NA;NA;
21/4/2024;21;4;2024;Huiro;OA;2;2;25;11.5;Macroalgae;Lessonia trabeculata;1;1;24;3;125;194;3;
14/2/2024;14;2;2024;Ventanas;AMERB;5;2;40;16;Animal;Tegula sp;1;30;NA;NA;NA;NA;NA;
21/4/2024;21;4;2024;Huiro;OA;2;2;25;11.5;Macroalgae;Lessonia trabeculata;1;1;23;2;110;142;3;
21/4/2024;21;4;2024;Huiro;OA;2;3;50;12.4;Macroalgae;Lessonia trabeculata;1;1;12;28;100;162;3;
21/4/2024;21;4;2024;Huiro;OA;2;3;50;12.4;Macroalgae;Lessonia trabeculata;1;1;25;7;100;182;3;
21/4/2024;21;4;2024;Huiro;OA;2;3;50;12.4;Macroalgae;Lessonia trabeculata;1;1;19;5;110;175;3;
22/4/2025;22;4;2024;Huiro;OA;3;1;0;12.7;Macroalgae;Lessonia trabeculata;1;1;13;2;55;87;2;
22/4/2025;22;4;2024;Huiro;OA;3;1;0;12.7;Macroalgae;Lessonia trabeculata;1;1;17;5;57;98;2;
14/2/2024;14;2;2024;Ventanas;AMERB;5;4;60;13;Animal;Turritela cingulata;1;1;NA;NA;NA;NA;NA;
14/2/2024;14;2;2024;Ventanas;AMERB;5;4;60;13;Animal;crassilabrum crassilabrum;1;1;NA;NA;NA;NA;NA;
22/4/2025;22;4;2024;Huiro;OA;3;1;0;12.7;Macroalgae;Lessonia trabeculata;1;1;18;13;52;77;2;
22/4/2025;22;4;2024;Huiro;OA;3;1;0;12.7;Macroalgae;Lessonia trabeculata;1;1;9;4;53;95;3;
14/2/2024;14;2;2024;Ventanas;AMERB;5;6;80;14;Animal;Tegula sp;1;15;NA;NA;NA;NA;NA;
22/4/2025;22;4;2024;Huiro;OA;3;1;0;12.7;Macroalgae;Lessonia trabeculata;1;1;25;27;51;106;3;
22/4/2025;22;4;2024;Huiro;OA;3;2;25;11;Macroalgae;Lessonia trabeculata;1;1;9;2;24;66;2;
22/4/2025;22;4;2024;Huiro;OA;3;2;25;11;Macroalgae;Lessonia trabeculata;1;1;25;13;40;118;3;
22/4/2025;22;4;2024;Huiro;OA;3;2;25;11;Macroalgae;Lessonia trabeculata;1;1;8;1;73;97;2;
22/4/2025;22;4;2024;Huiro;OA;3;2;25;11;Macroalgae;Lessonia trabeculata;1;1;22;10;77;120;2;
22/4/2025;22;4;2024;Huiro;OA;3;3;50;10.2;Macroalgae;Lessonia trabeculata;1;1;19;3;70;103;1;
22/4/2025;22;4;2024;Huiro;OA;3;3;50;10.2;Macroalgae;Lessonia trabeculata;1;1;16;3;43;89;1;
22/4/2025;22;4;2024;Huiro;OA;3;3;50;10.2;Macroalgae;Lessonia trabeculata;1;1;10;2;47;80;1;
14/2/2024;14;2;2024;Ventanas;AMERB;1;2;20;10.1;Animal;Taliepus sp;1;2;NA;NA;NA;NA;NA;
22/4/2025;22;4;2024;Huiro;OA;4;1;50;10.2;Macroalgae;Lessonia trabeculata;1;1;17;16;30;98;3;
14/2/2024;14;2;2024;Ventanas;AMERB;1;3;30;9.1;Animal;Taliepus sp;1;4;NA;NA;NA;NA;NA;
22/4/2025;22;4;2024;Huiro;OA;4;1;0;12.4;Macroalgae;Lessonia trabeculata;1;1;15;3;59;132;3;
22/4/2025;22;4;2024;Huiro;OA;4;1;0;12.4;Macroalgae;Lessonia trabeculata;1;1;30;13;58;132;3;
14/2/2024;14;2;2024;Ventanas;AMERB;1;4;50;8;Animal;Taliepus sp;1;5;NA;NA;NA;NA;NA;
22/4/2025;22;4;2024;Huiro;OA;4;2;25;10.5;Macroalgae;Lessonia trabeculata;1;1;16;7;46;130;3;
22/4/2025;22;4;2024;Huiro;OA;4;2;25;10.5;Macroalgae;Lessonia trabeculata;1;1;24;8;43;86;3;
14/2/2024;14;2;2024;Ventanas;AMERB;1;5;60;7.8;Animal;Taliepus sp;1;3;NA;NA;NA;NA;NA;
22/4/2025;22;4;2024;Huiro;OA;4;2;25;10.5;Macroalgae;Lessonia trabeculata;1;1;20;18;52;115;3;
14/2/2024;14;2;2024;Ventanas;AMERB;1;6;70;6;Animal;Taliepus sp;3;1;NA;NA;NA;NA;NA;
22/4/2025;22;4;2024;Huiro;OA;4;2;25;10.5;Macroalgae;Lessonia trabeculata;1;1;30;18;70;135;3;
14/2/2024;14;2;2024;Ventanas;AMERB;1;7;80;6;Animal;Taliepus sp;1;1;NA;NA;NA;NA;NA;
22/4/2025;22;4;2024;Huiro;OA;4;2;25;10.5;Macroalgae;Lessonia trabeculata;1;1;25;8;55;105;3;
22/4/2025;22;4;2024;Huiro;OA;4;2;25;10.5;Macroalgae;Lessonia trabeculata;1;1;13;1;80;133;2;
22/4/2025;22;4;2024;Huiro;OA;4;3;50;9.7;Macroalgae;Lessonia trabeculata;1;1;1;2;2;23;3;
22/4/2025;22;4;2024;Huiro;OA;4;3;50;9.7;Macroalgae;Lessonia trabeculata;1;1;16;7;10;78;3;
22/4/2025;22;4;2024;Huiro;OA;4;3;50;9.7;Macroalgae;Lessonia trabeculata;1;1;9;4;6;65;3;
16/4/2024;16;4;2024;Punta de Tralca;OA;3;1;6;10;Macroalgae;Lessonia trabeculata;1;1;37;7;137;196;2;
16/4/2024;16;4;2024;Punta de Tralca;OA;3;1;6;10;Macroalgae;Lessonia trabeculata;1;1;32;2;92;200;2;
16/4/2024;16;4;2024;Punta de Tralca;OA;3;2;8;13;Macroalgae;Lessonia trabeculata;1;1;27;2;172;207;2;
16/4/2024;16;4;2024;Punta de Tralca;OA;3;2;8;13;Macroalgae;Lessonia trabeculata;1;1;NA;6;140;204;2;lo siento! se me olvidó anotar el DD lpm
16/4/2024;16;4;2024;Punta de Tralca;OA;3;2;8;13;Macroalgae;Lessonia trabeculata;1;1;NA;5;148;190;2;lo siento! se me olvidó anotar el DD lpm
16/4/2024;16;4;2024;Punta de Tralca;OA;2;1;3;2;Macroalgae;Lessonia trabeculata;1;1;27;16;130;173;3;
16/4/2024;16;4;2024;Punta de Tralca;OA;2;1;2;2.2;Macroalgae;Lessonia trabeculata;1;1;20;1;116;160;1;
16/4/2024;16;4;2024;Punta de Tralca;OA;2;2;2;2.8;Macroalgae;Lessonia trabeculata;1;1;40;13;142;220;3;
16/4/2024;16;4;2024;Punta de Tralca;OA;1;1;3;3;Macroalgae;Lessonia trabeculata;1;1;36;8;65;140;1;
16/4/2024;16;4;2024;Punta de Tralca;OA;1;1;3;3;Macroalgae;Lessonia trabeculata;1;1;34;11;87;110;3;
16/4/2024;16;4;2024;Punta de Tralca;OA;1;2;2;2.6;Macroalgae;Lessonia trabeculata;1;1;30;7;150;200;2;
1/12/2024;12;1;2024;Quintay A;AMERB;1;1;0;8.4;Macroalgae;Lessonia trabeculata;1;1;35;7;69;85;3;
1/12/2024;12;1;2024;Quintay A;AMERB;1;1;0;8.4;Macroalgae;Lessonia trabeculata;1;1;28;4;123;140;3;
1/12/2024;12;1;2024;Quintay A;AMERB;1;1;0;8.4;Macroalgae;Lessonia trabeculata;1;1;33;4;160;176;2;
1/12/2024;12;1;2024;Quintay A;AMERB;1;2;10;8.1;Macroalgae;Lessonia trabeculata;1;1;37;7;216;240;3;
1/12/2024;12;1;2024;Quintay A;AMERB;1;3;20;9.3;Macroalgae;Lessonia trabeculata;1;1;30;5;170;192;3;
1/12/2024;12;1;2024;Quintay A;AMERB;1;3;20;9.3;Macroalgae;Lessonia trabeculata;1;1;52;7;225;240;3;
1/12/2024;12;1;2024;Quintay A;AMERB;1;4;40;10;Macroalgae;Lessonia trabeculata;1;1;30;7;132;148;3;
1/12/2024;12;1;2024;Quintay A;AMERB;1;5;50;12.3;Macroalgae;Lessonia trabeculata;1;1;45;9;162;177;2;
1/12/2024;12;1;2024;Quintay A;AMERB;1;5;50;12.3;Macroalgae;Lessonia trabeculata;1;1;43;12;173;193;3;
1/12/2024;12;1;2024;Quintay A;AMERB;1;6;60;11.3;Macroalgae;Lessonia trabeculata;1;1;40;12;210;230;3;
1/12/2024;12;1;2024;Quintay A;AMERB;1;6;60;11.3;Macroalgae;Lessonia trabeculata;1;1;38;3;148;160;3;
1/12/2024;12;1;2024;Quintay A;AMERB;1;7;70;11.5;Macroalgae;Lessonia trabeculata;1;1;22;3;120;132;2;
1/12/2024;12;1;2024;Quintay A;AMERB;1;7;70;11.5;Macroalgae;Lessonia trabeculata;1;1;50;12;170;186;3;
1/12/2024;12;1;2024;Quintay A;AMERB;5;1;10;10;Macroalgae;Lessonia trabeculata;1;1;18;8;187;196;2;
1/12/2024;12;1;2024;Quintay A;AMERB;5;1;10;10;Macroalgae;Lessonia trabeculata;1;1;17;8;173;192;3;
1/12/2024;12;1;2024;Quintay A;AMERB;5;1;10;10;Macroalgae;Lessonia trabeculata;1;1;10;1;125;133;3;
1/12/2024;12;1;2024;Quintay A;AMERB;5;2;20;13.7;Macroalgae;Lessonia trabeculata;1;1;20;2;143;152;3;
1/12/2024;12;1;2024;Quintay A;AMERB;5;3;30;12.5;Macroalgae;Lessonia trabeculata;1;1;34;3;214;225;3;
1/12/2024;12;1;2024;Quintay A;AMERB;5;3;30;12.5;Macroalgae;Lessonia trabeculata;1;1;40;3;205;223;3;
1/12/2024;12;1;2024;Quintay A;AMERB;5;4;40;11.5;Macroalgae;Lessonia trabeculata;1;1;30;4;170;195;2;
1/12/2024;12;1;2024;Quintay A;AMERB;5;4;40;11.5;Macroalgae;Lessonia trabeculata;1;1;22;1;180;203;3;
1/12/2024;12;1;2024;Quintay A;AMERB;5;5;50;11.6;Macroalgae;Lessonia trabeculata;1;1;30;10;175;190;3;
1/12/2024;12;1;2024;Quintay A;AMERB;5;5;50;11.6;Macroalgae;Lessonia trabeculata;1;1;27;3;174;198;3;
1/12/2024;12;1;2024;Quintay A;AMERB;5;6;60;9;Macroalgae;Lessonia trabeculata;1;1;23;1;180;190;3;
1/12/2024;12;1;2024;Quintay A;AMERB;5;6;60;9;Macroalgae;Lessonia trabeculata;1;1;38;7;185;270;3;
1/12/2024;12;1;2024;Quintay A;AMERB;5;7;70;11;Macroalgae;Lessonia trabeculata;1;1;18;4;140;153;3;
1/12/2024;12;1;2024;Quintay A;AMERB;5;7;70;11;Macroalgae;Lessonia trabeculata;1;1;32;6;153;220;3;
1/12/2024;12;1;2024;Quintay A;AMERB;5;7;70;11;Macroalgae;Lessonia trabeculata;1;1;26;7;70;140;3;
23/1/2024;23;1;2024;Quintay A;AMERB;7;1;20;15.9;Macroalgae;Lessonia trabeculata;1;1;15;3;51;96;1;
23/1/2024;23;1;2024;Quintay A;AMERB;7;1;20;15.9;Macroalgae;Lessonia trabeculata;1;1;23;3;66;126;3;
23/1/2024;23;1;2024;Quintay A;AMERB;7;1;20;15.9;Macroalgae;Lessonia trabeculata;1;1;18;3;69;120;3;
23/1/2024;23;1;2024;Quintay A;AMERB;7;2;30;15.9;Macroalgae;Lessonia trabeculata;1;1;35;8;102;144;3;
23/1/2024;23;1;2024;Quintay A;AMERB;7;2;30;15.9;Macroalgae;Lessonia trabeculata;1;1;16;1;114;154;3;
23/1/2024;23;1;2024;Quintay A;AMERB;7;2;30;15.9;Macroalgae;Lessonia trabeculata;1;1;14;1;102;154;3;
23/1/2024;23;1;2024;Quintay A;AMERB;7;3;40;14.3;Macroalgae;Lessonia trabeculata;1;1;22;5;82;146;2;
23/1/2024;23;1;2024;Quintay A;AMERB;7;3;40;14.3;Macroalgae;Lessonia trabeculata;1;1;26;2;149;162;1;
23/1/2024;23;1;2024;Quintay A;AMERB;7;3;40;14.3;Macroalgae;Lessonia trabeculata;1;1;23;3;108;144;3;
23/1/2024;23;1;2024;Quintay A;AMERB;7;4;50;12.1;Macroalgae;Lessonia trabeculata;1;1;19;13;54;120;3;
23/1/2024;23;1;2024;Quintay A;AMERB;7;4;50;12.1;Macroalgae;Lessonia trabeculata;1;1;16;22;35;123;3;
23/1/2024;23;1;2024;Quintay A;AMERB;7;5;60;11.1;Macroalgae;Lessonia trabeculata;1;1;19;13;47;119;3;
23/1/2024;23;1;2024;Quintay A;AMERB;7;5;60;11.1;Macroalgae;Lessonia trabeculata;1;1;22;11;44;114;3;
23/1/2024;23;1;2024;Quintay A;AMERB;7;5;60;11.1;Macroalgae;Lessonia trabeculata;1;1;22;30;36;136;3;
23/1/2024;23;1;2024;Quintay A;AMERB;7;6;70;12.6;Macroalgae;Lessonia trabeculata;1;1;48;13;128;140;3;
